date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/mï¿?,PAR (ï¿½mol/mï¿?s),max. PAR (ï¿½mol/mï¿?s),Tlog (degC),quality
2020/1/13 8:00,996.48,3.35,276.79,1.29,86.3,7.77,6.71,1.07,4.2,6.73,1252.2,1.19,2.16,194.6,0,0,0,0,1.35,14.28,438
2020/1/13 8:10,996.45,3.17,276.62,1.2,86.8,7.68,6.66,1.01,4.17,6.69,1253,1.9,2.9,212.9,0,0,0.4,1.93,3.09,14.36,434.9
2020/1/13 8:20,996.45,3.14,276.58,1.26,87.4,7.66,6.69,0.96,4.19,6.72,1253.14,1.44,2.28,180.9,0,0,1.61,4.05,5.79,14.44,436.2
2020/1/13 8:30,996.45,3.2,276.64,1.3,87.3,7.69,6.71,0.98,4.2,6.74,1252.87,0.52,1.64,177,0,0,2.82,7.92,11.78,14.5,435.5
2020/1/13 8:40,996.47,3.26,276.7,1.31,87,7.72,6.72,1,4.2,6.74,1252.62,1.03,1.88,157.5,0,0,6.24,15.44,21.04,14.58,437.8
2020/1/13 8:50,996.4,3.42,276.87,1.51,87.2,7.81,6.81,1,4.26,6.84,1251.73,1.15,2.48,188.4,0,0,10.46,23.17,25.48,14.65,436.3
2020/1/13 9:00,996.34,3.95,277.4,1.81,85.9,8.11,6.97,1.14,4.36,6.99,1249.21,3.65,5.33,203.8,0,0,17.51,37.26,57.92,14.73,428.5
2020/1/13 9:10,996.28,4.26,277.72,1.89,84.5,8.29,7,1.28,4.38,7.03,1247.71,4.21,6.01,205.8,0,0,33,69.3,75.68,14.8,426.2
2020/1/13 9:20,996.19,4.33,277.8,1.9,84.1,8.33,7.01,1.32,4.39,7.03,1247.27,3.75,5.29,207.8,0,0,36.82,77.61,84.56,14.84,426.2
2020/1/13 9:30,996.24,4.27,277.73,1.82,84,8.3,6.97,1.33,4.36,6.99,1247.63,3.4,4.33,200.2,0,0,46.88,98.26,110.04,14.84,427.4
2020/1/13 9:40,996.25,4.19,277.64,1.75,84.1,8.24,6.93,1.31,4.34,6.96,1248.05,2.49,3.32,186.4,0,0,61.77,129.54,148.07,14.82,428.7
2020/1/13 9:50,996.23,3.88,277.34,1.53,84.6,8.07,6.83,1.24,4.27,6.85,1249.45,2.7,4.05,181.4,0,0,72.64,152.12,163.32,14.82,428.6
2020/1/13 10:00,996.21,3.86,277.32,1.57,85,8.05,6.85,1.21,4.29,6.87,1249.53,2.62,4.01,178.7,0,0,82.49,171.24,178.57,14.84,428.5
2020/1/13 10:10,996.24,3.92,277.38,1.64,85,8.09,6.88,1.21,4.3,6.9,1249.27,2.86,3.89,187.3,0,0,87.73,181.85,192.66,14.86,428.5
2020/1/13 10:20,996.24,4.06,277.52,1.74,84.8,8.17,6.93,1.24,4.34,6.95,1248.62,2.84,3.97,184.1,0,0,90.74,189.19,195.17,14.9,429.1
2020/1/13 10:30,996.18,4.15,277.61,1.85,84.9,8.22,6.98,1.24,4.37,7.01,1248.1,2.98,3.81,173.1,0,0,100.4,208.69,221.81,14.93,431.1
2020/1/13 10:40,996.15,4.31,277.78,1.97,84.7,8.32,7.05,1.27,4.41,7.07,1247.29,2.31,3.61,180,0,0,119.32,245.17,276.25,14.97,431
2020/1/13 10:50,996.13,4.56,278.03,2.09,83.9,8.47,7.1,1.36,4.45,7.13,1246.13,2.3,3.12,182.8,0,0,141.45,287.64,316.02,15.03,430.1
2020/1/13 11:00,995.99,4.82,278.3,2.14,82.7,8.62,7.13,1.49,4.46,7.16,1244.8,2.62,4.29,186.3,0,0,138.23,284.56,295.56,15.13,427.4
2020/1/13 11:10,995.78,4.99,278.49,2.1,81.5,8.72,7.11,1.61,4.45,7.14,1243.77,4.36,6.15,204.3,0,0,122.33,251.35,295.56,15.26,425.1
2020/1/13 11:20,995.76,5,278.5,2.01,80.9,8.73,7.06,1.67,4.42,7.09,1243.7,4.23,6.85,213.5,0,0,78.07,162.36,220.66,15.41,423.7
2020/1/13 11:30,995.76,4.96,278.46,2.1,81.7,8.7,7.11,1.59,4.45,7.14,1243.89,2.48,3.69,173.2,0,0,63.58,133.4,165.25,15.51,425.7
2020/1/13 11:40,995.59,5.03,278.54,2.22,82,8.75,7.17,1.57,4.49,7.2,1243.34,2.18,3.49,180.3,0,0,99.6,211.39,301.93,15.58,426.6
2020/1/13 11:50,995.48,5.15,278.67,2.21,81.2,8.82,7.16,1.66,4.49,7.2,1242.64,4.17,6.29,196.7,0,0,147.48,304.05,360.42,15.67,424.9
2020/1/13 12:00,995.33,5.18,278.71,2.18,80.9,8.84,7.15,1.69,4.48,7.18,1242.36,4.11,5.81,196,0,0,170.02,349.81,404.25,15.76,424.5
2020/1/13 12:10,995.2,5.24,278.78,2.27,81.1,8.88,7.2,1.68,4.51,7.23,1241.89,3.4,5.11,200.8,0,0,163.78,337.64,429.15,15.84,424.6
2020/1/13 12:20,995.13,5.26,278.81,2.26,80.9,8.89,7.19,1.7,4.51,7.23,1241.71,3.1,5.57,202.8,0,0,159.15,327.22,375.68,15.9,424.6
2020/1/13 12:30,994.97,5.27,278.83,2.25,80.8,8.89,7.19,1.71,4.5,7.22,1241.49,2.97,4.97,208.6,0,0,175.05,354.63,444.4,15.97,424.7
2020/1/13 12:40,994.86,5.28,278.85,2.21,80.5,8.9,7.16,1.74,4.49,7.2,1241.32,2.92,3.97,211.6,0,0,139.03,288.03,310.81,16.05,424.5
2020/1/13 12:50,994.68,5.22,278.81,2.2,80.8,8.86,7.16,1.7,4.49,7.2,1241.34,2.48,3.28,205.3,0,0,130.18,269.69,310.81,16.15,424.8
2020/1/13 13:00,994.59,5.25,278.84,2.21,80.7,8.88,7.17,1.71,4.49,7.21,1241.11,2.42,4.77,205.8,0,0,112.88,236.49,251.16,16.25,424.9
2020/1/13 13:10,994.62,5.24,278.83,2.15,80.4,8.88,7.14,1.74,4.47,7.17,1241.19,2.65,4.53,227,0,0,115.69,239.77,255.6,16.35,424.5
2020/1/13 13:20,994.44,5.26,278.86,2.17,80.4,8.89,7.14,1.74,4.48,7.18,1240.89,3.54,5.01,216.4,0,0,121.73,250.39,271.81,16.45,424.4
2020/1/13 13:30,994.22,5.26,278.88,2.21,80.6,8.89,7.17,1.72,4.5,7.21,1240.58,3.79,6.45,214.6,0,0,93.96,195.75,220.66,16.52,424.5
2020/1/13 13:40,994.1,5.39,279.03,2.29,80.3,8.97,7.2,1.77,4.52,7.25,1239.82,2.98,4.17,192.4,0,0,67.2,143.63,168.53,16.55,425.6
2020/1/13 13:50,993.97,5.34,278.98,2.25,80.4,8.94,7.18,1.75,4.51,7.23,1239.93,3.58,5.29,178.8,0,0,55.13,116.6,137.07,16.55,424.8
2020/1/13 14:00,993.84,5.27,278.92,2.27,80.9,8.89,7.2,1.7,4.52,7.24,1240.05,2.93,4.85,189.2,0,0,69.62,146.33,164.67,16.54,425.4
2020/1/13 14:10,993.73,5.33,278.99,2.33,80.9,8.93,7.23,1.71,4.54,7.27,1239.63,2.89,4.67,184,0,0,96.78,198.84,218.15,16.52,425.5
2020/1/13 14:20,993.57,5.28,278.95,2.28,80.9,8.9,7.2,1.7,4.52,7.25,1239.67,3.57,5.25,180.4,0,0,84.1,179.15,202.9,16.52,425.3
2020/1/13 14:30,993.39,5.11,278.79,2.21,81.5,8.79,7.17,1.63,4.5,7.21,1240.23,3.47,4.89,182.6,0,0,57.34,136.68,146.91,16.52,425.5
2020/1/13 14:40,993.26,5.02,278.72,2.2,81.9,8.74,7.16,1.58,4.5,7.21,1240.43,3.34,4.93,188.1,0,0,50.91,127.41,139.19,16.49,425.9
2020/1/13 14:50,993.19,4.9,278.6,2.13,82.2,8.67,7.12,1.54,4.47,7.17,1240.93,3.21,4.77,194.4,0,0,41.85,113.71,118.34,16.43,426
2020/1/13 15:00,993.23,4.83,278.53,2.09,82.4,8.62,7.11,1.52,4.46,7.15,1241.32,2.93,4.61,197.3,0,0,37.02,105.02,110.04,16.33,425.9
2020/1/13 15:10,993.12,4.72,278.43,2.04,82.7,8.56,7.08,1.48,4.45,7.13,1241.66,2.52,4.01,192.4,0,0,33,95.75,99.81,16.21,426.2
2020/1/13 15:20,992.94,4.56,278.29,2,83.4,8.47,7.06,1.41,4.43,7.11,1242.15,2.87,4.17,187.5,0,0,31.79,91.7,97.3,16.08,426.3
2020/1/13 15:30,992.77,4.49,278.22,1.98,83.7,8.42,7.05,1.37,4.43,7.1,1242.28,1.79,3.2,196.7,0,0,37.83,97.49,129.15,15.95,427.5
2020/1/13 15:40,992.69,4.41,278.15,1.92,83.8,8.38,7.02,1.36,4.41,7.07,1242.53,1.6,3.28,211.7,0,0,22.74,71.24,80.69,15.83,426.1
2020/1/13 15:50,992.6,4.33,278.08,1.94,84.4,8.33,7.03,1.3,4.42,7.08,1242.76,1.31,3.57,125.3,0,0,17.51,58.49,64.29,15.73,427.8
2020/1/13 16:00,992.48,4.26,278.02,1.94,84.8,8.29,7.03,1.26,4.42,7.08,1242.94,3.02,5.17,167,0,0,14.49,47.3,52.7,15.65,428.8
2020/1/13 16:10,992.45,4.21,277.97,1.9,84.9,8.26,7.01,1.25,4.4,7.06,1243.15,2.88,5.41,178.2,0,0,11.07,36.1,41.31,15.56,428.1
2020/1/13 16:20,992.36,4.14,277.9,1.9,85.3,8.22,7.01,1.21,4.4,7.06,1243.35,2.53,4.93,170.7,0,0,7.44,25.1,29.92,15.45,428.8
2020/1/13 16:30,992.27,4.13,277.9,1.86,85.1,8.21,6.99,1.22,4.39,7.04,1243.3,2.64,3.97,190.8,0,0,4.02,15.44,20.27,15.34,428.1
2020/1/13 16:40,992.19,4.13,277.91,1.8,84.7,8.21,6.96,1.26,4.37,7.01,1243.18,4.43,6.13,202.8,0,0,1.61,7.14,10.81,15.23,427.8
2020/1/13 16:50,992.06,4.19,277.98,1.78,84.3,8.24,6.95,1.29,4.37,7.01,1242.78,4.06,5.41,199.4,0,0,0,2.12,3.47,15.11,427.7
2020/1/13 17:00,991.93,4.19,277.99,1.79,84.3,8.25,6.95,1.29,4.37,7.01,1242.59,3.86,4.85,201.1,0,0,0,0,1.35,14.97,427.4
2020/1/13 17:10,991.86,4.27,278.08,1.85,84.2,8.29,6.98,1.31,4.39,7.04,1242.14,3.64,5.93,205.7,0,0,0,0,0,14.82,426.5
2020/1/13 17:20,991.9,4.33,278.14,1.88,84,8.33,7,1.33,4.4,7.05,1241.91,2.52,3.41,207.2,0,0,0,0,0,14.69,426.9
2020/1/13 17:30,991.82,4.34,278.15,1.9,84.1,8.33,7.01,1.32,4.41,7.06,1241.78,3.71,6.09,210,0,0,0,0,0,14.59,427.3
2020/1/13 17:40,991.95,4.43,278.23,1.95,83.9,8.39,7.04,1.35,4.42,7.09,1241.52,5.76,9.09,211.3,0,0,0,0,0,14.52,426.4
2020/1/13 17:50,992.09,4.47,278.26,1.93,83.5,8.41,7.02,1.39,4.42,7.08,1241.5,6.37,9.69,214.9,0,0,0,0,0,14.47,426.3
2020/1/13 18:00,992.11,4.48,278.27,1.92,83.4,8.41,7.02,1.4,4.41,7.07,1241.51,5.94,7.89,216.1,0,0,0,0,0,14.39,426.7
2020/1/13 18:10,992.11,4.54,278.33,1.91,83,8.45,7.01,1.44,4.41,7.07,1241.24,5.33,7.97,217.4,0,0,0,0,0,14.28,427.1
2020/1/13 18:20,992.27,4.59,278.37,1.85,82.3,8.48,6.98,1.5,4.39,7.03,1241.22,5.07,7.73,215.4,0,0,0,0,0,14.18,427.4
2020/1/13 18:30,992.28,4.61,278.39,1.8,81.9,8.49,6.96,1.54,4.37,7.01,1241.15,5.91,8.33,212.8,0,0,0,0,0,14.1,428
2020/1/13 18:40,992.08,4.69,278.49,1.81,81.5,8.54,6.96,1.58,4.38,7.02,1240.53,5.42,8.07,205.6,0,0,0,0,0,14.04,428.2
2020/1/13 18:50,991.92,4.64,278.44,1.79,81.7,8.51,6.95,1.56,4.37,7.01,1240.57,3.7,4.81,210.5,0,0,0,0,0,13.99,429.1
2020/1/13 19:00,991.71,4.6,278.42,1.8,82,8.49,6.96,1.53,4.38,7.02,1240.5,4.77,6.53,209.9,0,0,0,0,0,13.98,429.6
2020/1/13 19:10,991.78,4.6,278.42,1.84,82.2,8.49,6.98,1.51,4.39,7.04,1240.55,4.74,5.73,199.3,0,0,0,0,0,13.98,430.4
2020/1/13 19:20,991.83,4.6,278.42,1.82,82.1,8.49,6.97,1.52,4.38,7.03,1240.61,4.25,6.09,208.1,0,0,0,0,0,13.98,431.1
2020/1/13 19:30,991.74,4.57,278.39,1.83,82.3,8.47,6.97,1.5,4.38,7.03,1240.65,4.9,6.85,195.3,0,0,0,0,0,13.98,432.1
2020/1/13 19:40,991.54,4.46,278.3,1.87,83.2,8.41,6.99,1.41,4.4,7.05,1240.86,4.34,5.93,192.8,0,0,0,0,0,14,432.6
2020/1/13 19:50,991.47,4.4,278.24,1.88,83.6,8.37,7,1.37,4.4,7.06,1241.04,2.96,3.85,201.2,0,0,0,0,0,14,433.4
2020/1/13 20:00,991.43,4.41,278.25,1.92,83.8,8.38,7.02,1.36,4.42,7.08,1240.95,2.77,4.03,213.2,0,0,0,0,0,14.03,432.6
2020/1/13 20:10,991.28,4.46,278.31,1.98,83.9,8.4,7.05,1.35,4.44,7.11,1240.55,3.21,4.89,201.1,0,0,0,0,0,14.06,433.2
2020/1/13 20:20,991.1,4.38,278.25,1.96,84.2,8.36,7.04,1.32,4.43,7.1,1240.65,3.91,7.99,211.3,0,0,0,0,0,14.12,432.8
2020/1/13 20:30,991.08,4.34,278.21,1.96,84.5,8.33,7.04,1.29,4.43,7.1,1240.83,4.56,7.05,217.7,0,0,0,0,0,14.17,432.3
2020/1/13 20:40,991.09,4.27,278.14,1.98,85,8.29,7.05,1.24,4.44,7.11,1241.14,4.97,6.41,219,0,0,0,0,0,14.17,432.1
2020/1/13 20:50,991.12,4.21,278.08,1.98,85.3,8.26,7.05,1.21,4.43,7.11,1241.43,4.07,5.33,212.5,0,0,0,0,0,14.12,432.3
2020/1/13 21:00,990.83,4.18,278.07,1.96,85.4,8.24,7.04,1.2,4.43,7.1,1241.24,3.37,4.93,199.1,0,0,0,0,0,14.03,432.8
2020/1/13 21:10,990.53,4.05,277.97,1.93,86,8.17,7.02,1.14,4.42,7.09,1241.42,3.03,4.35,183.1,0,0,0,0,0,13.93,433.8
2020/1/13 21:20,990.46,4.06,277.98,1.98,86.3,8.17,7.05,1.12,4.44,7.12,1241.3,3.21,4.49,190.8,0,0,0,0,0,13.85,433.6
2020/1/13 21:30,990.47,3.97,277.89,1.94,86.6,8.12,7.03,1.09,4.43,7.1,1241.72,2.84,3.77,176.9,0,0,0,0,0,13.8,435.4
2020/1/13 21:40,990.15,3.82,277.77,1.9,87.2,8.03,7.01,1.03,4.41,7.08,1241.99,2.62,3.81,172.6,0,0,0,0,0,13.8,436.1
2020/1/13 21:50,990.11,3.71,277.66,1.87,87.7,7.97,6.99,0.98,4.4,7.06,1242.44,2.61,4.01,180.7,0,0,0,0,0,13.82,436.3
2020/1/13 22:00,990.02,3.59,277.54,1.81,88.1,7.9,6.96,0.94,4.39,7.03,1242.89,3.19,4.29,190.4,0,0,0,0,0,13.86,436.6
2020/1/13 22:10,989.91,3.57,277.53,1.82,88.3,7.89,6.97,0.92,4.39,7.04,1242.84,3.66,4.89,194.2,0,0,0,0,0,13.87,435.6
2020/1/13 22:20,989.82,3.73,277.7,1.93,88,7.98,7.03,0.96,4.43,7.1,1241.97,3.79,5.37,192.1,0,0,0,0,0,13.85,434.4
2020/1/13 22:30,989.86,3.9,277.86,1.95,87.1,8.08,7.04,1.04,4.43,7.11,1241.27,3.27,5.13,191.9,0,0,0,0,0,13.79,433.6
2020/1/13 22:40,989.89,3.98,277.94,1.97,86.7,8.12,7.04,1.08,4.44,7.12,1240.94,3.85,4.61,206,0,0,0,0,0,13.72,433
2020/1/13 22:50,989.78,4.03,278.01,1.96,86.3,8.16,7.04,1.12,4.43,7.11,1240.56,4.28,5.21,203.6,0,0,0,0,0,13.65,432.6
2020/1/13 23:00,989.8,3.95,277.92,1.89,86.4,8.11,7,1.1,4.41,7.08,1240.99,3.77,4.89,195.3,0,0,0,0,0,13.57,433.6
2020/1/13 23:10,989.81,3.78,277.75,1.84,87.1,8.01,6.98,1.03,4.4,7.05,1241.77,3.28,4.21,203.3,0,0,0,0,0,13.5,433.1
2020/1/13 23:20,989.87,3.91,277.88,1.91,86.7,8.09,7.01,1.08,4.42,7.08,1241.22,4.02,4.77,207.9,0,0,0,0,0,13.42,432.1
2020/1/13 23:30,989.86,4.07,278.04,1.87,85.5,8.18,6.99,1.19,4.41,7.06,1240.5,4.62,5.97,209.8,0,0,0,0,0,13.36,431.9
2020/1/13 23:40,989.85,4.07,278.04,1.85,85.4,8.18,6.98,1.19,4.4,7.05,1240.51,5.3,6.37,206.3,0,0,0,0,0,13.29,431.8
2020/1/13 23:50,989.78,4.22,278.19,1.91,84.9,8.26,7.01,1.25,4.42,7.09,1239.74,4.37,5.21,207.9,0,0,0,0,0,13.22,431.2
2020/1/14 0:00,989.64,4.38,278.37,1.93,84,8.36,7.02,1.34,4.42,7.09,1238.83,3.94,5.45,206.1,0,0,0,0,0,13.17,430.5
2020/1/14 0:10,989.73,4.47,278.45,1.98,83.8,8.41,7.05,1.36,4.44,7.12,1238.54,4.13,5.89,209.2,0,0,0,0,0,13.17,430.5
2020/1/14 0:20,989.64,4.54,278.53,2,83.5,8.45,7.06,1.39,4.45,7.13,1238.12,3.29,4.69,206.6,0,0,0,0,0,13.19,429.8
2020/1/14 0:30,989.52,4.45,278.45,1.99,84,8.4,7.06,1.34,4.45,7.13,1238.35,2.26,3.16,177.5,0,0,0,0,0,13.23,430.2
2020/1/14 0:40,989.31,4.29,278.3,1.95,84.7,8.3,7.03,1.27,4.43,7.11,1238.82,3.23,5.01,174.3,0,0,0,0,0,13.3,430.3
2020/1/14 0:50,989.06,4.07,278.1,1.85,85.4,8.18,6.98,1.19,4.4,7.06,1239.52,3.29,5.29,179.1,0,0,0,0,0,13.38,430.9
2020/1/14 1:00,989,3.89,277.93,1.79,86.1,8.07,6.95,1.12,4.38,7.03,1240.26,2.77,3.41,187.3,0,0,0,0,0,13.44,430.9
2020/1/14 1:10,988.89,3.89,277.94,1.79,86.1,8.08,6.95,1.12,4.39,7.03,1240.1,2.88,4.33,181.1,0,0,0,0,0,13.49,431.1
2020/1/14 1:20,988.51,3.87,277.94,1.75,86,8.06,6.93,1.13,4.37,7.01,1239.75,2.69,3.85,183,0,0,0,0,0,13.51,432
2020/1/14 1:30,988.24,3.9,278,1.86,86.5,8.08,6.99,1.09,4.41,7.07,1239.24,3.32,5.25,184.3,0,0,0,0,0,13.52,432.3
2020/1/14 1:40,988.14,4.12,278.22,1.93,85.6,8.2,7.02,1.18,4.43,7.11,1238.13,3.15,4.81,177.1,0,0,0,0,0,13.52,432.5
2020/1/14 1:50,987.97,4.13,278.25,1.91,85.4,8.21,7.01,1.2,4.43,7.1,1237.86,3.51,4.51,188.6,0,0,0,0,0,13.52,432.9
2020/1/14 2:00,987.76,4.15,278.28,1.96,85.6,8.22,7.04,1.18,4.44,7.12,1237.52,3.53,5.01,190.3,0,0,0,0,0,13.51,432.6
2020/1/14 2:10,987.66,4.21,278.35,1.97,85.3,8.26,7.04,1.21,4.45,7.13,1237.11,2.79,4.07,183.6,0,0,0,0,0,13.49,432.5
2020/1/14 2:20,987.51,4.22,278.38,2.01,85.5,8.26,7.06,1.2,4.46,7.15,1236.87,2.78,3.89,177.6,0,0,0,0,0,13.49,431.9
2020/1/14 2:30,987.39,4.43,278.59,2.05,84.5,8.38,7.08,1.3,4.48,7.18,1235.78,2.49,4.01,178.5,0,0,0,0,0,13.5,431
2020/1/14 2:40,987.46,4.65,278.82,2.06,83.2,8.52,7.09,1.43,4.48,7.18,1234.86,2.72,3.69,177.8,0,0,0,0,0,13.53,430
2020/1/14 2:50,987.45,4.64,278.81,2.03,83.1,8.51,7.07,1.44,4.47,7.16,1234.89,3.34,4.63,186.9,0,0,0,0,0,13.57,430.5
2020/1/14 3:00,987.44,4.6,278.77,2.01,83.2,8.49,7.06,1.43,4.46,7.15,1235.06,3.8,4.85,183.3,0,0,0,0,0,13.63,430.3
2020/1/14 3:10,987.44,4.92,279.08,2.01,81.4,8.68,7.06,1.61,4.46,7.15,1233.68,4.05,5.33,176.7,0,0,0,0,0,13.68,428.7
2020/1/14 3:20,987.53,4.97,279.13,1.93,80.6,8.71,7.02,1.69,4.43,7.11,1233.57,3.14,4.93,175.3,0,0,0,0,0,13.72,428.7
2020/1/14 3:30,987.43,4.69,278.85,1.79,81.4,8.54,6.95,1.59,4.39,7.04,1234.73,3.05,4.41,175.2,0,0,0,0,0,13.77,430.3
2020/1/14 3:40,987.33,4.49,278.66,1.76,82.4,8.42,6.94,1.48,4.38,7.03,1235.49,3.66,5.33,170.2,0,0,0,0,0,13.83,430.2
2020/1/14 3:50,987.2,4.67,278.85,1.68,80.9,8.53,6.9,1.63,4.36,6.99,1234.55,3.88,4.93,171.1,0,0,0,0,0,13.89,429.4
2020/1/14 4:00,987.04,4.74,278.94,1.55,79.7,8.57,6.83,1.74,4.32,6.92,1234.05,3.44,4.97,177.4,0,0,0,0,0,13.92,429.6
2020/1/14 4:10,987.02,4.47,278.67,1.44,80.6,8.41,6.78,1.63,4.28,6.87,1235.25,3.09,4.09,185.9,0,0,0,0,0,13.95,430.8
2020/1/14 4:20,986.9,4.47,278.68,1.44,80.6,8.41,6.78,1.63,4.28,6.87,1235.09,2.85,3.49,182.6,0,0,0,0,0,13.98,429.9
2020/1/14 4:30,986.8,4.22,278.44,1.31,81.3,8.26,6.72,1.55,4.25,6.81,1236.13,2.82,4.13,178.8,0,0,0,0,0,14,431.6
2020/1/14 4:40,986.71,3.98,278.2,1.19,82,8.12,6.66,1.46,4.21,6.75,1237.14,2.84,4.09,179.5,0,0,0,0,0,14.02,432
2020/1/14 4:50,986.68,3.97,278.2,1.21,82.1,8.12,6.67,1.45,4.21,6.76,1237.1,2.86,3.53,183.3,0,0,0,0,0,14.02,431.7
2020/1/14 5:00,986.7,4.13,278.36,1.21,81.2,8.21,6.67,1.54,4.21,6.76,1236.42,3.06,4.45,180.2,0,0,0,0,0,14.03,431.2
2020/1/14 5:10,986.64,4.02,278.25,1.14,81.4,8.15,6.63,1.52,4.19,6.72,1236.85,3.06,4.33,180.9,0,0,0,0,0,14.02,431.7
2020/1/14 5:20,986.56,4.13,278.37,1.18,81,8.21,6.65,1.56,4.21,6.74,1236.25,3.07,4.59,182.7,0,0,0,0,0,14.01,431.2
2020/1/14 5:30,986.59,4.47,278.71,1.23,79.4,8.41,6.68,1.73,4.22,6.77,1234.76,3.12,4.57,181.8,0,0,0,0,0,13.99,430.3
2020/1/14 5:40,986.43,4.67,278.92,1.22,78.2,8.53,6.67,1.86,4.22,6.76,1233.67,3.54,6.05,165.3,0,0,0,0,0,13.98,430.1
2020/1/14 5:50,986.43,4.97,279.22,1.22,76.6,8.71,6.67,2.04,4.22,6.76,1232.35,3.3,5.69,168,0,0,0,0,0,13.98,429.6
2020/1/14 6:00,986.47,5.03,279.28,1.2,76.2,8.75,6.67,2.08,4.21,6.76,1232.14,2.4,3.69,176.6,0,0,0,0,0,14,430.2
2020/1/14 6:10,986.53,5.22,279.46,1.19,75.1,8.86,6.66,2.21,4.21,6.75,1231.38,3.83,6.01,160.7,0,0,0,0,0,14.05,429.5
2020/1/14 6:20,986.45,5.43,279.68,1.17,73.9,9,6.65,2.35,4.2,6.74,1230.35,3.63,5.09,175.9,0,0,0,0,0,14.13,429.7
2020/1/14 6:30,986.57,5.75,279.99,1.15,72.2,9.2,6.64,2.56,4.2,6.73,1229.1,3.61,5.73,187.9,0,0,0,0,0,14.21,429.2
2020/1/14 6:40,986.54,6,280.25,1.08,70.6,9.36,6.61,2.75,4.18,6.7,1227.97,3.96,5.37,188.4,0,0,0,0,0,14.3,429
2020/1/14 6:50,986.46,6.01,280.26,1.05,70.4,9.36,6.59,2.77,4.17,6.68,1227.85,2.92,4.09,187.5,0,0,0,0,0,14.39,429.5
2020/1/14 7:00,986.5,6.13,280.37,1.06,69.86,9.44,6.59,2.85,4.17,6.68,1227.38,3.27,6.69,201,0,0,0,0,0,14.49,428.6
2020/1/14 7:10,986.61,6.18,280.42,1.06,69.62,9.47,6.6,2.88,4.17,6.69,1227.29,3.38,5.21,194,0,0,0,0,0,14.59,429.2
2020/1/14 7:20,986.55,6.07,280.32,1.01,69.87,9.41,6.57,2.83,4.15,6.66,1227.68,4.22,7.25,181.9,0,0,0,0,0,14.69,429.3
2020/1/14 7:30,986.48,6.07,280.32,0.94,69.56,9.4,6.54,2.86,4.13,6.63,1227.63,5.07,7.33,174.1,0,0,0,0,0,14.79,429.2
2020/1/14 7:40,986.46,5.92,280.17,0.85,69.79,9.31,6.5,2.81,4.11,6.59,1228.27,5.6,8.77,180.3,0,0,0,0,0,14.86,429.9
2020/1/14 7:50,986.57,5.81,280.05,0.8,70.1,9.24,6.48,2.76,4.09,6.56,1228.9,4.45,7.25,182.8,0,0,0,0,0,14.9,429.9
2020/1/14 8:00,986.56,5.74,279.98,0.77,70.3,9.19,6.46,2.73,4.08,6.55,1229.23,4.41,6.57,181,0,0,0,0,1.35,14.91,430.3
2020/1/14 8:10,986.54,5.65,279.9,0.71,70.4,9.14,6.43,2.7,4.07,6.52,1229.58,4.25,7.57,180.2,0,0,2.82,2.7,3.09,14.92,430.5
2020/1/14 8:20,986.52,5.6,279.84,0.66,70.4,9.1,6.41,2.69,4.05,6.49,1229.83,4.29,6.45,175.1,0,0,1.81,3.09,3.09,14.93,430.6
2020/1/14 8:30,986.61,5.49,279.73,0.65,70.9,9.03,6.41,2.63,4.05,6.49,1230.39,2.52,3.95,181.9,0,0,2.21,5.79,8.3,14.96,431.6
2020/1/14 8:40,986.5,5.42,279.67,0.68,71.4,8.99,6.42,2.57,4.06,6.51,1230.56,3.3,4.89,178.5,0,0,3.62,10.23,11.78,15,431.6
2020/1/14 8:50,986.42,5.32,279.57,0.66,71.8,8.93,6.41,2.52,4.05,6.5,1230.9,3.56,5.01,191.9,0,0,4.63,13.51,17.18,15.06,432.5
2020/1/14 9:00,986.45,5.3,279.55,0.68,72,8.91,6.42,2.5,4.06,6.51,1231.04,3.82,6.61,198.2,0,0,7.65,20.08,23.55,15.13,432
2020/1/14 9:10,986.58,5.34,279.57,0.68,71.8,8.94,6.42,2.52,4.06,6.5,1231.04,4.18,5.65,201.5,0,0,12.88,31.47,37.45,15.18,431.6
2020/1/14 9:20,986.74,5.43,279.65,0.69,71.4,8.99,6.42,2.57,4.06,6.51,1230.85,3.98,5.65,203.6,0,0,19.72,47.88,62.93,15.2,431
2020/1/14 9:30,986.79,5.64,279.86,0.74,70.6,9.13,6.44,2.68,4.07,6.53,1229.95,2.66,4.25,183.5,0,0,37.02,80.12,85.91,15.23,431.2
2020/1/14 9:40,986.69,5.87,280.1,0.77,69.64,9.27,6.46,2.82,4.08,6.55,1228.81,2.16,3.45,177.5,0,0,44.67,95.17,113.71,15.26,430.2
2020/1/14 9:50,986.76,6.19,280.42,0.76,68.04,9.48,6.45,3.03,4.08,6.54,1227.48,2.12,2.96,184.2,0,0,62.37,130.31,140.73,15.32,428.9
2020/1/14 10:00,986.79,6.42,280.64,0.79,67.17,9.63,6.47,3.16,4.09,6.56,1226.51,2.26,4.01,193.6,0,0,82.7,170.66,186.29,15.44,428.8
